turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
63,2014-15,20,110,109,314,University of Texas at Austin,272,757,23,76,2,24
61,2015-16,21,164,159,496,University of Texas at Austin,379,1019,29,92,7,33
