salary,season,team
729000,2007-08,Atlanta Hawks
797581,2008-09,Atlanta Hawks
1620000,2009-10,Indiana Pacers
1500000,2010-11,Indiana Pacers
280234,2011-12,Los Angeles Clippers
160119,2011-12,New Orleans Hornets
