salary,season,team
5883600,2007-08,Houston Rockets
6448900,2008-09,Houston Rockets
6864200,2009-10,Houston Rockets
7354500,2010-11,Memphis Grizzlies
3000000,2011-12,Miami Heat
3135000,2012-13,Miami Heat
3270000,2013-14,Miami Heat
