salary,season,team
1563120,2011-12,New York Knicks
1680360,2012-13,New York Knicks
1703760,2013-14,New York Knicks
2616975,2014-15,Cleveland Cavaliers
9000000,2015-16,Cleveland Cavaliers
9700000,2016-17,Cleveland Cavaliers
