off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
8,31,.481,16,2015-16,23,TOR,36,103,80,229,PG,29,regular,8,3,27
16,57,.466,25,2016-17,24,TOR,49,150,116,446,PG,32,regular,27,11,27
1,3,.300,2,2015-16,23,TOR,3,14,10,41,PG,3,playoffs,3,0,9
4,13,.588,5,2016-17,24,TOR,9,25,17,92,PG,9,playoffs,4,1,9
