turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
16,2008-09,18,17,28,91,Pennsylvania State University,83,,9,35,3,32
30,2009-10,19,69,89,287,Pennsylvania State University,239,920,22,99,8,31
25,2011-12,21,55,88,264,Iowa State University,243,1126,35,141,5,34
31,2012-13,22,74,97,300,Iowa State University,237,1080,36,112,8,33
