turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,45,104,274,Rider University,236,830,21,221,29,30
,2005-06,19,43,159,448,Rider University,291,858,24,226,48,27
,2006-07,20,65,221,624,Rider University,425,1057,23,312,67,31
99,2007-08,21,93,275,694,Rider University,491,1177,36,412,91,34
