salary,season,team
1893840,2008-09,Sacramento Kings
2035920,2009-10,Sacramento Kings
2178000,2010-11,Sacramento Kings
3001284,2011-12,Sacramento Kings
5250000,2012-13,Sacramento Kings
5643750,2013-14,Sacramento Kings
6037500,2014-15,Sacramento Kings
6431250,2015-16,Golden State Warriors
328955,2015-16,Toronto Raptors
945126,2016-17,Golden State Warriors
