turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,18,49,124,342,University of Washington,249,,21,128,6,32
59,2007-08,19,63,118,327,University of Washington,261,,15,157,5,33
66,2008-09,20,55,165,422,University of Washington,323,,25,207,13,35
68,2009-10,21,63,245,695,University of Washington,464,1162,46,265,21,36
