salary,season,team
2126520,2012-13,Portland Trail Blazers
2222160,2013-14,Portland Trail Blazers
2317920,2014-15,Portland Trail Blazers
3075880,2015-16,Portland Trail Blazers
9213484,2016-17,Portland Trail Blazers
