off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
1,13,.397,5,2007-08,21,BOS,14,32,39,95,PG,7,regular,5,0,15
9,39,.376,19,2008-09,22,BOS,31,93,101,366,SG,34,regular,15,3,47
0,2,.000,2,2008-09,22,BOS,0,0,3,11,SG,0,playoffs,0,1,4
