turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
42,1996-97,19,22,52,144,Oklahoma State University,138,539,13,80,10,32
,1997-98,20,45,157,422,Oklahoma State University,299,,51,223,19,29
73,1998-99,21,28,196,525,Oklahoma State University,408,1180,53,267,30,34
60,1999-00,22,52,211,611,Oklahoma State University,423,1202,41,225,33,34
