turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
40,2014-15,19,21,75,216,Providence College,172,730,9,166,12,34
67,2015-16,20,40,246,738,Providence College,533,1198,30,268,36,35
