salary,season,team
3100000,2007-08,Milwaukee Bucks
3354480,2008-09,Milwaukee Bucks
3596000,2009-10,Milwaukee Bucks
4447792,2010-11,Golden State Warriors
4099920,2011-12,Golden State Warriors
