turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2001-02,18,34,67,188,University of Kentucky,145,534,25,143,12,32
,2002-03,19,84,110,310,University of Kentucky,225,996,42,244,36,36
,2003-04,20,97,131,342,University of Kentucky,246,991,41,280,45,32
,2004-05,21,77,144,371,University of Kentucky,283,995,62,263,35,34
