salary,season,team
10250000,2007-08,Philadelphia 76ers
11238564,2008-09,Philadelphia 76ers
12025694,2009-10,Philadelphia 76ers
13428129,2010-11,Sacramento Kings
7000000,2011-12,Houston Rockets
6698565,2012-13,Milwaukee Bucks
3700748,2013-14,Dallas Mavericks
3867282,2014-15,New York Knicks
1499187,2015-16,Dallas Mavericks
