turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
87,2010-11,19,45,220,581,Creighton University,419,1133,11,280,4,39
79,2011-12,20,37,307,801,Creighton University,511,1117,7,288,3,35
93,2012-13,21,57,284,834,Creighton University,518,1138,8,276,2,36
62,2013-14,22,55,330,934,Creighton University,627,1181,8,244,5,35
