turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2002-03,20,24,128,364,Pepperdine University,269,931,40,139,11,28
,2003-04,21,111,138,393,Pepperdine University,307,940,53,155,12,29
,2004-05,22,114,183,516,Pepperdine University,407,1152,40,201,15,31
