salary,season,team
2135400,2007-08,Chicago Bulls
2295480,2008-09,Chicago Bulls
2455680,2009-10,Chicago Bulls
3128536,2010-11,Chicago Bulls
12000000,2011-12,Chicago Bulls
11300000,2012-13,Chicago Bulls
11100000,2013-14,Chicago Bulls
12200000,2014-15,Chicago Bulls
13400000,2015-16,Chicago Bulls
17000000,2016-17,New York Knicks
