salary,season,team
5850000,2007-08,Memphis Grizzlies
6300000,2008-09,Minnesota Timberwolves
6750000,2009-10,New York Knicks
1352181,2010-11,Dallas Mavericks
1352181,2011-12,Dallas Mavericks
