salary,season,team
1418160,2011-12,Milwaukee Bucks
1524480,2012-13,Orlando Magic
1545840,2013-14,Orlando Magic
2380594,2014-15,Orlando Magic
16000000,2015-16,Detroit Pistons
17200000,2016-17,Detroit Pistons
