salary,season,team
770610,2007-08,Utah Jazz
3700000,2008-09,Utah Jazz
3700000,2009-10,Utah Jazz
3700000,2010-11,Utah Jazz
3700000,2011-12,Utah Jazz
2225000,2012-13,Cleveland Cavaliers
2225000,2013-14,Cleveland Cavaliers
4205000,2014-15,Indiana Pacers
4394225,2015-16,Indiana Pacers
4583450,2016-17,Indiana Pacers
