turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
58,2009-10,18,53,172,512,University of Colorado,320,907,35,150,12,30
99,2010-11,19,112,251,779,University of Colorado,535,1193,41,247,12,38
