turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,48,132,367,University of Connecticut,286,893,25,168,59,31
,2005-06,19,68,187,503,University of Connecticut,406,1015,58,210,52,33
