turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,50,46,121,Washington State University,119,489,15,79,9,25
,2005-06,19,107,85,233,Washington State University,176,802,39,116,19,27
,2006-07,20,157,133,382,Washington State University,273,1152,74,191,40,34
97,2007-08,21,151,138,426,Washington State University,298,1159,60,184,25,35
