turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,19,15,32,111,Temple University,114,,16,51,5,32
,2006-07,20,62,192,600,Temple University,412,,41,126,11,30
96,2007-08,21,86,210,670,Temple University,478,,46,202,7,34
98,2008-09,22,98,218,662,Temple University,527,,51,197,5,34
