salary,season,team
3093333,2008-09,Memphis Grizzlies
3240000,2009-10,Memphis Grizzlies
3480000,2010-11,Memphis Grizzlies
12922194,2011-12,Memphis Grizzlies
13891359,2012-13,Memphis Grizzlies
14860523,2013-14,Memphis Grizzlies
15829688,2014-15,Memphis Grizzlies
19700000,2015-16,Memphis Grizzlies
21165675,2016-17,Memphis Grizzlies
