turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
46,2010-11,18,61,139,414,University of California,312,1049,29,165,14,31
53,2011-12,19,71,179,516,University of California,415,1158,18,194,20,34
83,2012-13,20,87,215,607,University of California,468,1195,37,200,23,33
