salary,season,team
1623720,2008-09,Phoenix Suns
1745520,2009-10,Phoenix Suns
1867320,2010-11,Phoenix Suns
2862602,2011-12,Phoenix Suns
4899293,2012-13,New Orleans Hornets
5904261,2013-14,Portland Trail Blazers
6124728,2014-15,Portland Trail Blazers
13000000,2015-16,New York Knicks
13219250,2016-17,Chicago Bulls
