turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,20,22,77,198,University of South Florida,141,782,13,185,64,30
,2005-06,21,39,139,383,University of South Florida,287,1056,25,285,89,29
