salary,season,team
1485000,2010-11,Los Angeles Clippers
1596360,2011-12,Los Angeles Clippers
1707720,2012-13,Los Angeles Clippers
2626473,2013-14,Phoenix Suns
12173913,2014-15,Phoenix Suns
13086957,2015-16,Phoenix Suns
14000000,2016-17,Phoenix Suns
