turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
75,2010-11,19,60,206,595,University of Kentucky,466,1196,43,336,72,38
62,2011-12,20,51,177,469,University of Kentucky,354,1115,49,272,68,38
