salary,season,team
1485000,2012-13,Houston Rockets
1551840,2013-14,Houston Rockets
1618680,2014-15,Houston Rockets
2489530,2015-16,Houston Rockets
1050961,2016-17,New Orleans Pelicans
236457,2016-17,Milwaukee Bucks
