turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
37,2013-14,19,55,55,181,University of Notre Dame,131,666,12,64,1,30
57,2014-15,20,116,167,470,University of Notre Dame,329,1318,59,137,12,38
76,2015-16,21,164,213,605,University of Notre Dame,460,1258,43,121,10,35
