salary,season,team
687456,2007-08,Charlotte Bobcats
972581,2008-09,Dallas Mavericks
2183333,2009-10,Minnesota Timberwolves
2333333,2010-11,Cleveland Cavaliers
2483333,2011-12,Cleveland Cavaliers
1069509,2012-13,Los Angeles Clippers
1186459,2013-14,Los Angeles Clippers
1316809,2014-15,Sacramento Kings
593056,2015-16,Memphis Grizzlies
176375,2015-16,Washington Wizards
