turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
21,2010-11,19,5,34,85,Michigan State University,72,306,9,80,28,34
39,2011-12,20,12,98,259,Michigan State University,173,661,25,157,39,37
64,2012-13,21,27,137,379,Michigan State University,251,922,27,273,46,36
63,2013-14,22,41,178,509,Michigan State University,354,870,15,225,28,31
