turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2002-03,18,17,60,180,Michigan State University,150,463,5,61,12,27
,2003-04,19,20,87,254,Michigan State University,225,676,12,96,8,30
,2004-05,20,60,150,464,Michigan State University,315,867,22,128,8,33
,2005-06,21,84,226,656,Michigan State University,495,1170,23,139,11,34
