turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,21,17,65,169,University of Memphis,119,557,22,222,43,37
,2005-06,22,31,106,254,University of Memphis,168,782,44,278,66,37
,2006-07,23,13,121,313,University of Memphis,197,934,53,347,81,37
41,2007-08,24,20,108,261,University of Memphis,167,958,41,362,74,38
