turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
62,2008-09,19,7,154,376,St. Bonaventure University,256,,17,180,81,30
55,2009-10,20,15,198,491,St. Bonaventure University,351,907,6,213,55,30
99,2010-11,21,32,237,645,St. Bonaventure University,415,1049,17,225,45,31
80,2011-12,22,33,220,591,St. Bonaventure University,385,962,21,269,63,32
