salary,season,team
1318920,2009-10,Oklahoma City Thunder
1417800,2010-11,Oklahoma City Thunder
1516680,2011-12,Oklahoma City Thunder
2338721,2012-13,Portland Trail Blazers
2016000,2013-14,Washington Wizards
2106720,2014-15,Philadelphia 76ers
