salary,season,team
3065040,2010-11,Golden State Warriors
3294960,2011-12,Golden State Warriors
3524880,2012-13,Milwaukee Bucks
4469548,2013-14,Milwaukee Bucks
981084,2014-15,Los Angeles Clippers
