salary,season,team
4466040,2007-08,Atlanta Hawks
5636143,2008-09,Atlanta Hawks
7500000,2009-10,Atlanta Hawks
6712500,2010-11,Atlanta Hawks
7500000,2011-12,Atlanta Hawks
8287500,2012-13,Utah Jazz
7500000,2013-14,Utah Jazz
7000000,2014-15,Charlotte Hornets
7000000,2015-16,Charlotte Hornets
12250000,2016-17,Charlotte Hornets
