off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
12,133,.486,54,2008-09,30,TOT,105,263,245,712,PG,52,regular,27,4,53
9,123,.478,49,2008-09,30,TOR,79,193,181,544,PG,34,regular,20,4,39
3,10,.508,5,2008-09,30,SAC,26,70,64,168,PG,18,regular,7,0,14
