turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,18,16,189,539,University of California,397,1096,22,269,18,33
74,2007-08,19,47,230,697,University of California,469,1082,12,328,18,33
