salary,season,team
6500000,2007-08,Seattle SuperSonics
6500000,2008-09,Milwaukee Bucks
6500000,2009-10,Milwaukee Bucks
4000000,2010-11,Minnesota Timberwolves
3680000,2011-12,Minnesota Timberwolves
4000000,2012-13,Minnesota Timberwolves
4320000,2013-14,Milwaukee Bucks
2750000,2014-15,Orlando Magic
