turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
67,2000-01,19,106,59,208,University of Oregon,174,848,29,70,4,28
107,2001-02,20,176,169,542,University of Oregon,361,1209,58,103,4,35
129,2002-03,21,218,203,649,University of Oregon,470,1169,63,112,2,33
