turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,19,3,45,108,University of Nevada, Reno,75,330,6,72,30,33
80,2007-08,20,20,189,466,University of Nevada, Reno,357,902,26,242,92,33
