salary,season,team
427163,2007-08,Portland Trail Blazers
711517,2008-09,Indiana Pacers
825497,2009-10,Indiana Pacers
885120,2010-11,Indiana Pacers
3000000,2011-12,Los Angeles Lakers
3135000,2012-13,Charlotte Bobcats
2652000,2013-14,Charlotte Bobcats
5305000,2014-15,Miami Heat
5543725,2015-16,Miami Heat
5782450,2016-17,Miami Heat
