salary,season,team
3374640,2012-13,Houston Rockets
3526440,2013-14,Portland Trail Blazers
3678360,2014-15,Philadelphia 76ers
981300,2015-16,Brooklyn Nets
1050961,2016-17,Los Angeles Lakers
