turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
26,2009-10,18,9,33,83,University of Kansas,68,236,7,88,18,33
43,2010-11,19,20,101,251,University of Kansas,168,482,14,212,22,33
104,2011-12,20,72,261,692,University of Kansas,517,1242,42,463,34,39
