turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2002-03,19,17,67,220,Marquette University,113,512,7,71,0,33
,2003-04,20,39,118,387,Marquette University,290,916,23,143,3,31
,2004-05,21,28,127,419,Marquette University,278,926,16,127,2,31
,2005-06,22,39,173,541,Marquette University,363,1047,18,183,4,31
